macroarea,anno,decessi,sesso,mese,fascia_eta,mese_num
sud,2018,1169,femmine,novembre,65_79,11
centro,2019,979,femmine,novembre,65_79,11
isole,2019,529,femmine,novembre,65_79,11
nord,2019,2337,femmine,novembre,65_79,11
sud,2019,1093,femmine,novembre,65_79,11
centro,2020,1305,femmine,novembre,65_79,11
isole,2020,799,femmine,novembre,65_79,11
nord,2020,3429,femmine,novembre,65_79,11
sud,2020,1690,femmine,novembre,65_79,11
centro,2021,1065,femmine,novembre,65_79,11
isole,2021,682,femmine,novembre,65_79,11
nord,2021,2412,femmine,novembre,65_79,11
sud,2021,1231,femmine,novembre,65_79,11
centro,2022,1062,femmine,novembre,65_79,11
isole,2022,600,femmine,novembre,65_79,11
nord,2022,2545,femmine,novembre,65_79,11
sud,2022,1261,femmine,novembre,65_79,11
centro,2023,1128,femmine,novembre,65_79,11
isole,2023,611,femmine,novembre,65_79,11
nord,2023,2458,femmine,novembre,65_79,11
sud,2023,1287,femmine,novembre,65_79,11
centro,2024,1099,femmine,novembre,65_79,11
isole,2024,594,femmine,novembre,65_79,11
nord,2024,2399,femmine,novembre,65_79,11
sud,2024,1249,femmine,novembre,65_79,11
centro,2015,3724,femmine,novembre,80_plus,11
isole,2015,1700,femmine,novembre,80_plus,11
nord,2015,8858,femmine,novembre,80_plus,11
sud,2015,3855,femmine,novembre,80_plus,11
centro,2016,4178,femmine,novembre,80_plus,11
isole,2016,1821,femmine,novembre,80_plus,11
nord,2016,9546,femmine,novembre,80_plus,11
sud,2016,3964,femmine,novembre,80_plus,11
centro,2017,4058,femmine,novembre,80_plus,11
isole,2017,1870,femmine,novembre,80_plus,11
nord,2017,9392,femmine,novembre,80_plus,11
sud,2017,3887,femmine,novembre,80_plus,11
centro,2018,4091,femmine,novembre,80_plus,11
isole,2018,1894,femmine,novembre,80_plus,11
nord,2018,9438,femmine,novembre,80_plus,11
sud,2018,4016,femmine,novembre,80_plus,11
centro,2019,3797,femmine,novembre,80_plus,11
isole,2019,1838,femmine,novembre,80_plus,11
nord,2019,9560,femmine,novembre,80_plus,11
sud,2019,3795,femmine,novembre,80_plus,11
centro,2020,5670,femmine,novembre,80_plus,11
isole,2020,2584,femmine,novembre,80_plus,11
nord,2020,15361,femmine,novembre,80_plus,11
sud,2020,5277,femmine,novembre,80_plus,11
centro,2021,4404,femmine,novembre,80_plus,11
isole,2021,2062,femmine,novembre,80_plus,11
nord,2021,10406,femmine,novembre,80_plus,11
sud,2021,4129,femmine,novembre,80_plus,11
centro,2022,4569,femmine,novembre,80_plus,11
isole,2022,2033,femmine,novembre,80_plus,11
nord,2022,11015,femmine,novembre,80_plus,11
sud,2022,4342,femmine,novembre,80_plus,11
centro,2023,4349,femmine,novembre,80_plus,11
isole,2023,1921,femmine,novembre,80_plus,11
nord,2023,10573,femmine,novembre,80_plus,11
sud,2023,4142,femmine,novembre,80_plus,11
centro,2024,4335,femmine,novembre,80_plus,11
isole,2024,1974,femmine,novembre,80_plus,11
nord,2024,10323,femmine,novembre,80_plus,11
sud,2024,4174,femmine,novembre,80_plus,11
centro,2015,204,maschi,dicembre,0_49,12
isole,2015,113,maschi,dicembre,0_49,12
nord,2015,362,maschi,dicembre,0_49,12
sud,2015,248,maschi,dicembre,0_49,12
centro,2016,169,maschi,dicembre,0_49,12
isole,2016,127,maschi,dicembre,0_49,12
nord,2016,375,maschi,dicembre,0_49,12
sud,2016,241,maschi,dicembre,0_49,12
centro,2017,160,maschi,dicembre,0_49,12
isole,2017,107,maschi,dicembre,0_49,12
nord,2017,338,maschi,dicembre,0_49,12
sud,2017,209,maschi,dicembre,0_49,12
centro,2018,171,maschi,dicembre,0_49,12
isole,2018,95,maschi,dicembre,0_49,12
nord,2018,371,maschi,dicembre,0_49,12
sud,2018,219,maschi,dicembre,0_49,12
centro,2019,144,maschi,dicembre,0_49,12
isole,2019,89,maschi,dicembre,0_49,12
nord,2019,393,maschi,dicembre,0_49,12
sud,2019,216,maschi,dicembre,0_49,12
centro,2020,151,maschi,dicembre,0_49,12
isole,2020,135,maschi,dicembre,0_49,12
nord,2020,407,maschi,dicembre,0_49,12
sud,2020,252,maschi,dicembre,0_49,12
centro,2021,165,maschi,dicembre,0_49,12
isole,2021,131,maschi,dicembre,0_49,12
nord,2021,415,maschi,dicembre,0_49,12
sud,2021,233,maschi,dicembre,0_49,12
centro,2022,184,maschi,dicembre,0_49,12
isole,2022,110,maschi,dicembre,0_49,12
nord,2022,413,maschi,dicembre,0_49,12
sud,2022,246,maschi,dicembre,0_49,12
centro,2023,180,maschi,dicembre,0_49,12
isole,2023,108,maschi,dicembre,0_49,12
nord,2023,388,maschi,dicembre,0_49,12
sud,2023,257,maschi,dicembre,0_49,12
centro,2024,167,maschi,dicembre,0_49,12
isole,2024,100,maschi,dicembre,0_49,12
nord,2024,315,maschi,dicembre,0_49,12
sud,2024,208,maschi,dicembre,0_49,12
centro,2015,555,maschi,dicembre,50_64,12
isole,2015,355,maschi,dicembre,50_64,12
nord,2015,1225,maschi,dicembre,50_64,12
sud,2015,646,maschi,dicembre,50_64,12
centro,2016,528,maschi,dicembre,50_64,12
isole,2016,328,maschi,dicembre,50_64,12
nord,2016,1077,maschi,dicembre,50_64,12
sud,2016,673,maschi,dicembre,50_64,12
centro,2017,470,maschi,dicembre,50_64,12
isole,2017,324,maschi,dicembre,50_64,12
nord,2017,1112,maschi,dicembre,50_64,12
sud,2017,643,maschi,dicembre,50_64,12
centro,2018,513,maschi,dicembre,50_64,12
isole,2018,310,maschi,dicembre,50_64,12
nord,2018,1115,maschi,dicembre,50_64,12
sud,2018,673,maschi,dicembre,50_64,12
centro,2019,474,maschi,dicembre,50_64,12
isole,2019,300,maschi,dicembre,50_64,12
nord,2019,1138,maschi,dicembre,50_64,12
sud,2019,649,maschi,dicembre,50_64,12
centro,2020,639,maschi,dicembre,50_64,12
isole,2020,407,maschi,dicembre,50_64,12
nord,2020,1620,maschi,dicembre,50_64,12
sud,2020,915,maschi,dicembre,50_64,12
centro,2021,554,maschi,dicembre,50_64,12
isole,2021,395,maschi,dicembre,50_64,12
nord,2021,1370,maschi,dicembre,50_64,12
sud,2021,782,maschi,dicembre,50_64,12
centro,2022,531,maschi,dicembre,50_64,12
isole,2022,331,maschi,dicembre,50_64,12
nord,2022,1272,maschi,dicembre,50_64,12
sud,2022,745,maschi,dicembre,50_64,12
centro,2023,637,maschi,dicembre,50_64,12
isole,2023,384,maschi,dicembre,50_64,12
nord,2023,1401,maschi,dicembre,50_64,12
sud,2023,808,maschi,dicembre,50_64,12
centro,2024,562,maschi,dicembre,50_64,12
isole,2024,365,maschi,dicembre,50_64,12
nord,2024,1136,maschi,dicembre,50_64,12
sud,2024,686,maschi,dicembre,50_64,12
centro,2015,1627,maschi,dicembre,65_79,12
isole,2015,920,maschi,dicembre,65_79,12
nord,2015,3933,maschi,dicembre,65_79,12
sud,2015,1928,maschi,dicembre,65_79,12
centro,2016,1678,maschi,dicembre,65_79,12
isole,2016,856,maschi,dicembre,65_79,12
nord,2016,3946,maschi,dicembre,65_79,12
sud,2016,1968,maschi,dicembre,65_79,12
centro,2017,1539,maschi,dicembre,65_79,12
isole,2017,903,maschi,dicembre,65_79,12
nord,2017,3596,maschi,dicembre,65_79,12
sud,2017,1902,maschi,dicembre,65_79,12
centro,2018,1468,maschi,dicembre,65_79,12
isole,2018,858,maschi,dicembre,65_79,12
nord,2018,3567,maschi,dicembre,65_79,12
sud,2018,1817,maschi,dicembre,65_79,12
centro,2019,1399,maschi,dicembre,65_79,12
isole,2019,890,maschi,dicembre,65_79,12
nord,2019,3658,maschi,dicembre,65_79,12
sud,2019,1804,maschi,dicembre,65_79,12
centro,2020,1999,maschi,dicembre,65_79,12
isole,2020,1302,maschi,dicembre,65_79,12
nord,2020,5697,maschi,dicembre,65_79,12
sud,2020,2580,maschi,dicembre,65_79,12
centro,2021,1782,maschi,dicembre,65_79,12
isole,2021,1140,maschi,dicembre,65_79,12
nord,2021,4281,maschi,dicembre,65_79,12
sud,2021,2229,maschi,dicembre,65_79,12
centro,2022,1837,maschi,dicembre,65_79,12
isole,2022,1053,maschi,dicembre,65_79,12
nord,2022,4290,maschi,dicembre,65_79,12
sud,2022,2245,maschi,dicembre,65_79,12
centro,2023,1881,maschi,dicembre,65_79,12
isole,2023,1150,maschi,dicembre,65_79,12
nord,2023,4269,maschi,dicembre,65_79,12
sud,2023,2372,maschi,dicembre,65_79,12
centro,2024,1616,maschi,dicembre,65_79,12
isole,2024,1017,maschi,dicembre,65_79,12
nord,2024,3662,maschi,dicembre,65_79,12
sud,2024,2105,maschi,dicembre,65_79,12
centro,2015,2984,maschi,dicembre,80_plus,12
isole,2015,1620,maschi,dicembre,80_plus,12
nord,2015,6550,maschi,dicembre,80_plus,12
sud,2015,3133,maschi,dicembre,80_plus,12
centro,2016,3238,maschi,dicembre,80_plus,12
isole,2016,1589,maschi,dicembre,80_plus,12
nord,2016,6974,maschi,dicembre,80_plus,12
sud,2016,3355,maschi,dicembre,80_plus,12
centro,2017,3109,maschi,dicembre,80_plus,12
isole,2017,1658,maschi,dicembre,80_plus,12
nord,2017,6648,maschi,dicembre,80_plus,12
sud,2017,3141,maschi,dicembre,80_plus,12
centro,2018,3076,maschi,dicembre,80_plus,12
isole,2018,1515,maschi,dicembre,80_plus,12
nord,2018,6653,maschi,dicembre,80_plus,12
sud,2018,3057,maschi,dicembre,80_plus,12
centro,2019,2979,maschi,dicembre,80_plus,12
isole,2019,1517,maschi,dicembre,80_plus,12
nord,2019,7179,maschi,dicembre,80_plus,12
sud,2019,3042,maschi,dicembre,80_plus,12
centro,2020,3927,maschi,dicembre,80_plus,12
isole,2020,2033,maschi,dicembre,80_plus,12
nord,2020,10686,maschi,dicembre,80_plus,12
sud,2020,3896,maschi,dicembre,80_plus,12
centro,2021,3689,maschi,dicembre,80_plus,12
isole,2021,1955,maschi,dicembre,80_plus,12
nord,2021,8626,maschi,dicembre,80_plus,12
sud,2021,3510,maschi,dicembre,80_plus,12
centro,2022,3880,maschi,dicembre,80_plus,12
isole,2022,1852,maschi,dicembre,80_plus,12
nord,2022,9585,maschi,dicembre,80_plus,12
sud,2022,3780,maschi,dicembre,80_plus,12
centro,2023,3980,maschi,dicembre,80_plus,12
isole,2023,1889,maschi,dicembre,80_plus,12
nord,2023,9326,maschi,dicembre,80_plus,12
sud,2023,3915,maschi,dicembre,80_plus,12
centro,2024,3512,maschi,dicembre,80_plus,12
isole,2024,1753,maschi,dicembre,80_plus,12
nord,2024,8110,maschi,dicembre,80_plus,12
sud,2024,3469,maschi,dicembre,80_plus,12
centro,2015,107,femmine,dicembre,0_49,12
isole,2015,84,femmine,dicembre,0_49,12
nord,2015,240,femmine,dicembre,0_49,12
sud,2015,129,femmine,dicembre,0_49,12
centro,2016,107,femmine,dicembre,0_49,12
isole,2016,61,femmine,dicembre,0_49,12
nord,2016,229,femmine,dicembre,0_49,12
sud,2016,150,femmine,dicembre,0_49,12
centro,2017,97,femmine,dicembre,0_49,12
isole,2017,57,femmine,dicembre,0_49,12
nord,2017,215,femmine,dicembre,0_49,12
sud,2017,123,femmine,dicembre,0_49,12
centro,2018,85,femmine,dicembre,0_49,12
isole,2018,61,femmine,dicembre,0_49,12
nord,2018,206,femmine,dicembre,0_49,12
sud,2018,117,femmine,dicembre,0_49,12
centro,2019,101,femmine,dicembre,0_49,12
isole,2019,53,femmine,dicembre,0_49,12
nord,2019,213,femmine,dicembre,0_49,12
sud,2019,121,femmine,dicembre,0_49,12
centro,2020,92,femmine,dicembre,0_49,12
isole,2020,72,femmine,dicembre,0_49,12
nord,2020,233,femmine,dicembre,0_49,12
sud,2020,169,femmine,dicembre,0_49,12
centro,2021,108,femmine,dicembre,0_49,12
isole,2021,70,femmine,dicembre,0_49,12
nord,2021,238,femmine,dicembre,0_49,12
sud,2021,132,femmine,dicembre,0_49,12
centro,2022,93,femmine,dicembre,0_49,12
isole,2022,59,femmine,dicembre,0_49,12
nord,2022,214,femmine,dicembre,0_49,12
sud,2022,130,femmine,dicembre,0_49,12
centro,2023,124,femmine,dicembre,0_49,12
isole,2023,79,femmine,dicembre,0_49,12
nord,2023,224,femmine,dicembre,0_49,12
sud,2023,148,femmine,dicembre,0_49,12
centro,2024,81,femmine,dicembre,0_49,12
isole,2024,61,femmine,dicembre,0_49,12
nord,2024,197,femmine,dicembre,0_49,12
sud,2024,104,femmine,dicembre,0_49,12
centro,2015,314,femmine,dicembre,50_64,12
isole,2015,189,femmine,dicembre,50_64,12
nord,2015,699,femmine,dicembre,50_64,12
sud,2015,388,femmine,dicembre,50_64,12
centro,2016,347,femmine,dicembre,50_64,12
isole,2016,179,femmine,dicembre,50_64,12
nord,2016,678,femmine,dicembre,50_64,12
sud,2016,395,femmine,dicembre,50_64,12
centro,2017,256,femmine,dicembre,50_64,12
isole,2017,196,femmine,dicembre,50_64,12
nord,2017,675,femmine,dicembre,50_64,12
sud,2017,391,femmine,dicembre,50_64,12
centro,2018,296,femmine,dicembre,50_64,12
isole,2018,192,femmine,dicembre,50_64,12
nord,2018,636,femmine,dicembre,50_64,12
sud,2018,379,femmine,dicembre,50_64,12
centro,2019,299,femmine,dicembre,50_64,12
isole,2019,189,femmine,dicembre,50_64,12
nord,2019,657,femmine,dicembre,50_64,12
sud,2019,380,femmine,dicembre,50_64,12
centro,2020,396,femmine,dicembre,50_64,12
isole,2020,233,femmine,dicembre,50_64,12
nord,2020,839,femmine,dicembre,50_64,12
sud,2020,545,femmine,dicembre,50_64,12
centro,2021,379,femmine,dicembre,50_64,12
isole,2021,211,femmine,dicembre,50_64,12
nord,2021,802,femmine,dicembre,50_64,12
sud,2021,459,femmine,dicembre,50_64,12
centro,2022,352,femmine,dicembre,50_64,12
isole,2022,245,femmine,dicembre,50_64,12
nord,2022,776,femmine,dicembre,50_64,12
sud,2022,475,femmine,dicembre,50_64,12
centro,2023,390,femmine,dicembre,50_64,12
isole,2023,221,femmine,dicembre,50_64,12
nord,2023,840,femmine,dicembre,50_64,12
sud,2023,518,femmine,dicembre,50_64,12
centro,2024,324,femmine,dicembre,50_64,12
isole,2024,206,femmine,dicembre,50_64,12
nord,2024,753,femmine,dicembre,50_64,12
sud,2024,393,femmine,dicembre,50_64,12
centro,2015,1118,femmine,dicembre,65_79,12
isole,2015,626,femmine,dicembre,65_79,12
nord,2015,2563,femmine,dicembre,65_79,12
sud,2015,1268,femmine,dicembre,65_79,12
centro,2016,1156,femmine,dicembre,65_79,12
isole,2016,625,femmine,dicembre,65_79,12
nord,2016,2464,femmine,dicembre,65_79,12
sud,2016,1315,femmine,dicembre,65_79,12
centro,2017,1106,femmine,dicembre,65_79,12
isole,2017,633,femmine,dicembre,65_79,12
nord,2017,2432,femmine,dicembre,65_79,12
sud,2017,1239,femmine,dicembre,65_79,12
centro,2018,1025,femmine,dicembre,65_79,12
isole,2018,598,femmine,dicembre,65_79,12
nord,2018,2382,femmine,dicembre,65_79,12
sud,2018,1184,femmine,dicembre,65_79,12
centro,2019,988,femmine,dicembre,65_79,12
isole,2019,595,femmine,dicembre,65_79,12
nord,2019,2396,femmine,dicembre,65_79,12
sud,2019,1131,femmine,dicembre,65_79,12
centro,2020,1345,femmine,dicembre,65_79,12
isole,2020,791,femmine,dicembre,65_79,12
nord,2020,3376,femmine,dicembre,65_79,12
sud,2020,1603,femmine,dicembre,65_79,12
centro,2021,1212,femmine,dicembre,65_79,12
isole,2021,756,femmine,dicembre,65_79,12
nord,2021,2929,femmine,dicembre,65_79,12
sud,2021,1582,femmine,dicembre,65_79,12
centro,2022,1222,femmine,dicembre,65_79,12
isole,2022,758,femmine,dicembre,65_79,12
nord,2022,2915,femmine,dicembre,65_79,12
sud,2022,1490,femmine,dicembre,65_79,12
centro,2023,1295,femmine,dicembre,65_79,12
isole,2023,770,femmine,dicembre,65_79,12
nord,2023,2900,femmine,dicembre,65_79,12
sud,2023,1570,femmine,dicembre,65_79,12
centro,2024,1173,femmine,dicembre,65_79,12
isole,2024,688,femmine,dicembre,65_79,12
nord,2024,2472,femmine,dicembre,65_79,12
sud,2024,1482,femmine,dicembre,65_79,12
centro,2015,4271,femmine,dicembre,80_plus,12
isole,2015,2212,femmine,dicembre,80_plus,12
nord,2015,9871,femmine,dicembre,80_plus,12
sud,2015,4166,femmine,dicembre,80_plus,12
centro,2016,4817,femmine,dicembre,80_plus,12
isole,2016,2074,femmine,dicembre,80_plus,12
nord,2016,10554,femmine,dicembre,80_plus,12
sud,2016,4660,femmine,dicembre,80_plus,12
centro,2017,4321,femmine,dicembre,80_plus,12
isole,2017,2271,femmine,dicembre,80_plus,12
nord,2017,9919,femmine,dicembre,80_plus,12
sud,2017,4420,femmine,dicembre,80_plus,12
centro,2018,4326,femmine,dicembre,80_plus,12
isole,2018,1979,femmine,dicembre,80_plus,12
nord,2018,9776,femmine,dicembre,80_plus,12
sud,2018,4293,femmine,dicembre,80_plus,12
centro,2019,4008,femmine,dicembre,80_plus,12
isole,2019,2044,femmine,dicembre,80_plus,12
nord,2019,10233,femmine,dicembre,80_plus,12
sud,2019,4159,femmine,dicembre,80_plus,12
centro,2020,5396,femmine,dicembre,80_plus,12
isole,2020,2690,femmine,dicembre,80_plus,12
nord,2020,15621,femmine,dicembre,80_plus,12
sud,2020,5234,femmine,dicembre,80_plus,12
centro,2021,5150,femmine,dicembre,80_plus,12
isole,2021,2699,femmine,dicembre,80_plus,12
nord,2021,12278,femmine,dicembre,80_plus,12
sud,2021,5261,femmine,dicembre,80_plus,12
centro,2022,5368,femmine,dicembre,80_plus,12
isole,2022,2545,femmine,dicembre,80_plus,12
nord,2022,13614,femmine,dicembre,80_plus,12
sud,2022,5210,femmine,dicembre,80_plus,12
centro,2023,5239,femmine,dicembre,80_plus,12
isole,2023,2489,femmine,dicembre,80_plus,12
nord,2023,12744,femmine,dicembre,80_plus,12
sud,2023,5214,femmine,dicembre,80_plus,12
centro,2024,4751,femmine,dicembre,80_plus,12
isole,2024,2370,femmine,dicembre,80_plus,12
nord,2024,11298,femmine,dicembre,80_plus,12
sud,2024,4590,femmine,dicembre,80_plus,12
