macroarea,anno,decessi,sesso,mese,fascia_eta,mese_num
sud,2021,2607,maschi,aprile,65_79,4
centro,2022,1630,maschi,aprile,65_79,4
isole,2022,1008,maschi,aprile,65_79,4
nord,2022,3562,maschi,aprile,65_79,4
sud,2022,1971,maschi,aprile,65_79,4
centro,2023,1475,maschi,aprile,65_79,4
isole,2023,966,maschi,aprile,65_79,4
nord,2023,3397,maschi,aprile,65_79,4
sud,2023,2030,maschi,aprile,65_79,4
centro,2024,1412,maschi,aprile,65_79,4
isole,2024,902,maschi,aprile,65_79,4
nord,2024,3228,maschi,aprile,65_79,4
sud,2024,1765,maschi,aprile,65_79,4
centro,2015,2900,maschi,aprile,80_plus,4
isole,2015,1477,maschi,aprile,80_plus,4
nord,2015,6041,maschi,aprile,80_plus,4
sud,2015,2990,maschi,aprile,80_plus,4
centro,2016,2910,maschi,aprile,80_plus,4
isole,2016,1376,maschi,aprile,80_plus,4
nord,2016,5615,maschi,aprile,80_plus,4
sud,2016,2686,maschi,aprile,80_plus,4
centro,2017,2648,maschi,aprile,80_plus,4
isole,2017,1303,maschi,aprile,80_plus,4
nord,2017,5566,maschi,aprile,80_plus,4
sud,2017,2639,maschi,aprile,80_plus,4
centro,2018,2741,maschi,aprile,80_plus,4
isole,2018,1456,maschi,aprile,80_plus,4
nord,2018,5886,maschi,aprile,80_plus,4
sud,2018,2698,maschi,aprile,80_plus,4
centro,2019,2902,maschi,aprile,80_plus,4
isole,2019,1539,maschi,aprile,80_plus,4
nord,2019,6351,maschi,aprile,80_plus,4
sud,2019,2955,maschi,aprile,80_plus,4
centro,2020,3329,maschi,aprile,80_plus,4
isole,2020,1532,maschi,aprile,80_plus,4
nord,2020,11331,maschi,aprile,80_plus,4
sud,2020,3186,maschi,aprile,80_plus,4
centro,2021,3462,maschi,aprile,80_plus,4
isole,2021,1654,maschi,aprile,80_plus,4
nord,2021,7862,maschi,aprile,80_plus,4
sud,2021,3567,maschi,aprile,80_plus,4
centro,2022,3404,maschi,aprile,80_plus,4
isole,2022,1746,maschi,aprile,80_plus,4
nord,2022,7267,maschi,aprile,80_plus,4
sud,2022,3406,maschi,aprile,80_plus,4
centro,2023,2996,maschi,aprile,80_plus,4
isole,2023,1564,maschi,aprile,80_plus,4
nord,2023,6847,maschi,aprile,80_plus,4
sud,2023,3093,maschi,aprile,80_plus,4
centro,2024,2943,maschi,aprile,80_plus,4
isole,2024,1370,maschi,aprile,80_plus,4
nord,2024,6436,maschi,aprile,80_plus,4
sud,2024,2829,maschi,aprile,80_plus,4
centro,2015,101,femmine,aprile,0_49,4
isole,2015,68,femmine,aprile,0_49,4
nord,2015,270,femmine,aprile,0_49,4
sud,2015,171,femmine,aprile,0_49,4
centro,2016,119,femmine,aprile,0_49,4
isole,2016,69,femmine,aprile,0_49,4
nord,2016,251,femmine,aprile,0_49,4
sud,2016,127,femmine,aprile,0_49,4
centro,2017,121,femmine,aprile,0_49,4
isole,2017,63,femmine,aprile,0_49,4
nord,2017,234,femmine,aprile,0_49,4
sud,2017,132,femmine,aprile,0_49,4
centro,2018,114,femmine,aprile,0_49,4
isole,2018,57,femmine,aprile,0_49,4
nord,2018,258,femmine,aprile,0_49,4
sud,2018,134,femmine,aprile,0_49,4
centro,2019,105,femmine,aprile,0_49,4
isole,2019,59,femmine,aprile,0_49,4
nord,2019,217,femmine,aprile,0_49,4
sud,2019,126,femmine,aprile,0_49,4
centro,2020,110,femmine,aprile,0_49,4
isole,2020,69,femmine,aprile,0_49,4
nord,2020,218,femmine,aprile,0_49,4
sud,2020,113,femmine,aprile,0_49,4
centro,2021,118,femmine,aprile,0_49,4
isole,2021,61,femmine,aprile,0_49,4
nord,2021,226,femmine,aprile,0_49,4
sud,2021,136,femmine,aprile,0_49,4
centro,2022,90,femmine,aprile,0_49,4
isole,2022,56,femmine,aprile,0_49,4
nord,2022,215,femmine,aprile,0_49,4
sud,2022,121,femmine,aprile,0_49,4
centro,2023,91,femmine,aprile,0_49,4
isole,2023,52,femmine,aprile,0_49,4
nord,2023,230,femmine,aprile,0_49,4
sud,2023,138,femmine,aprile,0_49,4
centro,2024,109,femmine,aprile,0_49,4
isole,2024,63,femmine,aprile,0_49,4
nord,2024,171,femmine,aprile,0_49,4
sud,2024,113,femmine,aprile,0_49,4
centro,2015,327,femmine,aprile,50_64,4
isole,2015,200,femmine,aprile,50_64,4
nord,2015,730,femmine,aprile,50_64,4
sud,2015,416,femmine,aprile,50_64,4
centro,2016,296,femmine,aprile,50_64,4
isole,2016,154,femmine,aprile,50_64,4
nord,2016,653,femmine,aprile,50_64,4
sud,2016,401,femmine,aprile,50_64,4
centro,2017,272,femmine,aprile,50_64,4
isole,2017,161,femmine,aprile,50_64,4
nord,2017,598,femmine,aprile,50_64,4
sud,2017,339,femmine,aprile,50_64,4
centro,2018,313,femmine,aprile,50_64,4
isole,2018,208,femmine,aprile,50_64,4
nord,2018,670,femmine,aprile,50_64,4
sud,2018,358,femmine,aprile,50_64,4
centro,2019,307,femmine,aprile,50_64,4
isole,2019,207,femmine,aprile,50_64,4
nord,2019,650,femmine,aprile,50_64,4
sud,2019,394,femmine,aprile,50_64,4
centro,2020,319,femmine,aprile,50_64,4
isole,2020,185,femmine,aprile,50_64,4
nord,2020,837,femmine,aprile,50_64,4
sud,2020,390,femmine,aprile,50_64,4
centro,2021,349,femmine,aprile,50_64,4
isole,2021,251,femmine,aprile,50_64,4
nord,2021,789,femmine,aprile,50_64,4
sud,2021,488,femmine,aprile,50_64,4
centro,2022,288,femmine,aprile,50_64,4
isole,2022,217,femmine,aprile,50_64,4
nord,2022,676,femmine,aprile,50_64,4
sud,2022,439,femmine,aprile,50_64,4
centro,2023,354,femmine,aprile,50_64,4
isole,2023,193,femmine,aprile,50_64,4
nord,2023,653,femmine,aprile,50_64,4
sud,2023,425,femmine,aprile,50_64,4
centro,2024,326,femmine,aprile,50_64,4
isole,2024,193,femmine,aprile,50_64,4
nord,2024,650,femmine,aprile,50_64,4
sud,2024,393,femmine,aprile,50_64,4
centro,2015,1137,femmine,aprile,65_79,4
isole,2015,676,femmine,aprile,65_79,4
nord,2015,2573,femmine,aprile,65_79,4
sud,2015,1287,femmine,aprile,65_79,4
centro,2016,1113,femmine,aprile,65_79,4
isole,2016,623,femmine,aprile,65_79,4
nord,2016,2341,femmine,aprile,65_79,4
sud,2016,1245,femmine,aprile,65_79,4
centro,2017,992,femmine,aprile,65_79,4
isole,2017,602,femmine,aprile,65_79,4
nord,2017,2215,femmine,aprile,65_79,4
sud,2017,1152,femmine,aprile,65_79,4
centro,2018,943,femmine,aprile,65_79,4
isole,2018,579,femmine,aprile,65_79,4
nord,2018,2253,femmine,aprile,65_79,4
sud,2018,1140,femmine,aprile,65_79,4
centro,2019,1050,femmine,aprile,65_79,4
isole,2019,624,femmine,aprile,65_79,4
nord,2019,2227,femmine,aprile,65_79,4
sud,2019,1150,femmine,aprile,65_79,4
centro,2020,1101,femmine,aprile,65_79,4
isole,2020,615,femmine,aprile,65_79,4
nord,2020,3629,femmine,aprile,65_79,4
sud,2020,1248,femmine,aprile,65_79,4
centro,2021,1291,femmine,aprile,65_79,4
isole,2021,693,femmine,aprile,65_79,4
nord,2021,2904,femmine,aprile,65_79,4
sud,2021,1769,femmine,aprile,65_79,4
centro,2022,1094,femmine,aprile,65_79,4
isole,2022,669,femmine,aprile,65_79,4
nord,2022,2389,femmine,aprile,65_79,4
sud,2022,1396,femmine,aprile,65_79,4
centro,2023,1018,femmine,aprile,65_79,4
isole,2023,619,femmine,aprile,65_79,4
nord,2023,2348,femmine,aprile,65_79,4
sud,2023,1328,femmine,aprile,65_79,4
centro,2024,1003,femmine,aprile,65_79,4
isole,2024,603,femmine,aprile,65_79,4
nord,2024,2116,femmine,aprile,65_79,4
sud,2024,1244,femmine,aprile,65_79,4
centro,2015,4361,femmine,aprile,80_plus,4
isole,2015,2130,femmine,aprile,80_plus,4
nord,2015,10061,femmine,aprile,80_plus,4
sud,2015,4317,femmine,aprile,80_plus,4
centro,2016,3975,femmine,aprile,80_plus,4
isole,2016,1964,femmine,aprile,80_plus,4
nord,2016,8815,femmine,aprile,80_plus,4
sud,2016,3908,femmine,aprile,80_plus,4
centro,2017,3844,femmine,aprile,80_plus,4
isole,2017,1937,femmine,aprile,80_plus,4
nord,2017,8578,femmine,aprile,80_plus,4
sud,2017,3773,femmine,aprile,80_plus,4
centro,2018,3957,femmine,aprile,80_plus,4
isole,2018,2047,femmine,aprile,80_plus,4
nord,2018,9228,femmine,aprile,80_plus,4
sud,2018,3928,femmine,aprile,80_plus,4
centro,2019,4107,femmine,aprile,80_plus,4
isole,2019,2177,femmine,aprile,80_plus,4
nord,2019,9263,femmine,aprile,80_plus,4
sud,2019,4115,femmine,aprile,80_plus,4
centro,2020,4671,femmine,aprile,80_plus,4
isole,2020,2273,femmine,aprile,80_plus,4
nord,2020,17714,femmine,aprile,80_plus,4
sud,2020,4461,femmine,aprile,80_plus,4
centro,2021,4677,femmine,aprile,80_plus,4
isole,2021,2310,femmine,aprile,80_plus,4
nord,2021,10281,femmine,aprile,80_plus,4
sud,2021,4758,femmine,aprile,80_plus,4
centro,2022,4674,femmine,aprile,80_plus,4
isole,2022,2413,femmine,aprile,80_plus,4
nord,2022,10272,femmine,aprile,80_plus,4
sud,2022,4658,femmine,aprile,80_plus,4
centro,2023,4256,femmine,aprile,80_plus,4
isole,2023,2107,femmine,aprile,80_plus,4
nord,2023,9629,femmine,aprile,80_plus,4
sud,2023,4337,femmine,aprile,80_plus,4
centro,2024,4138,femmine,aprile,80_plus,4
isole,2024,1877,femmine,aprile,80_plus,4
nord,2024,9216,femmine,aprile,80_plus,4
sud,2024,3790,femmine,aprile,80_plus,4
centro,2015,211,maschi,maggio,0_49,5
isole,2015,138,maschi,maggio,0_49,5
nord,2015,413,maschi,maggio,0_49,5
sud,2015,293,maschi,maggio,0_49,5
centro,2016,211,maschi,maggio,0_49,5
isole,2016,131,maschi,maggio,0_49,5
nord,2016,458,maschi,maggio,0_49,5
sud,2016,240,maschi,maggio,0_49,5
centro,2017,197,maschi,maggio,0_49,5
isole,2017,138,maschi,maggio,0_49,5
nord,2017,436,maschi,maggio,0_49,5
sud,2017,264,maschi,maggio,0_49,5
centro,2018,178,maschi,maggio,0_49,5
isole,2018,123,maschi,maggio,0_49,5
nord,2018,414,maschi,maggio,0_49,5
sud,2018,261,maschi,maggio,0_49,5
centro,2019,164,maschi,maggio,0_49,5
isole,2019,122,maschi,maggio,0_49,5
nord,2019,397,maschi,maggio,0_49,5
sud,2019,221,maschi,maggio,0_49,5
centro,2020,152,maschi,maggio,0_49,5
isole,2020,104,maschi,maggio,0_49,5
nord,2020,399,maschi,maggio,0_49,5
sud,2020,214,maschi,maggio,0_49,5
centro,2021,182,maschi,maggio,0_49,5
isole,2021,113,maschi,maggio,0_49,5
nord,2021,445,maschi,maggio,0_49,5
sud,2021,271,maschi,maggio,0_49,5
centro,2022,167,maschi,maggio,0_49,5
isole,2022,111,maschi,maggio,0_49,5
nord,2022,374,maschi,maggio,0_49,5
sud,2022,244,maschi,maggio,0_49,5
centro,2023,162,maschi,maggio,0_49,5
isole,2023,95,maschi,maggio,0_49,5
nord,2023,391,maschi,maggio,0_49,5
sud,2023,234,maschi,maggio,0_49,5
centro,2024,166,maschi,maggio,0_49,5
isole,2024,110,maschi,maggio,0_49,5
nord,2024,372,maschi,maggio,0_49,5
sud,2024,218,maschi,maggio,0_49,5
centro,2015,498,maschi,maggio,50_64,5
isole,2015,305,maschi,maggio,50_64,5
nord,2015,1128,maschi,maggio,50_64,5
sud,2015,686,maschi,maggio,50_64,5
centro,2016,515,maschi,maggio,50_64,5
isole,2016,347,maschi,maggio,50_64,5
nord,2016,1212,maschi,maggio,50_64,5
sud,2016,671,maschi,maggio,50_64,5
centro,2017,525,maschi,maggio,50_64,5
isole,2017,340,maschi,maggio,50_64,5
nord,2017,1207,maschi,maggio,50_64,5
sud,2017,734,maschi,maggio,50_64,5
centro,2018,460,maschi,maggio,50_64,5
isole,2018,282,maschi,maggio,50_64,5
nord,2018,1247,maschi,maggio,50_64,5
sud,2018,679,maschi,maggio,50_64,5
centro,2019,503,maschi,maggio,50_64,5
isole,2019,294,maschi,maggio,50_64,5
nord,2019,1128,maschi,maggio,50_64,5
sud,2019,557,maschi,maggio,50_64,5
centro,2020,484,maschi,maggio,50_64,5
isole,2020,320,maschi,maggio,50_64,5
nord,2020,1236,maschi,maggio,50_64,5
sud,2020,656,maschi,maggio,50_64,5
centro,2021,586,maschi,maggio,50_64,5
isole,2021,338,maschi,maggio,50_64,5
nord,2021,1255,maschi,maggio,50_64,5
sud,2021,790,maschi,maggio,50_64,5
centro,2022,524,maschi,maggio,50_64,5
isole,2022,327,maschi,maggio,50_64,5
nord,2022,1262,maschi,maggio,50_64,5
sud,2022,708,maschi,maggio,50_64,5
centro,2023,499,maschi,maggio,50_64,5
isole,2023,333,maschi,maggio,50_64,5
nord,2023,1093,maschi,maggio,50_64,5
sud,2023,701,maschi,maggio,50_64,5
centro,2024,457,maschi,maggio,50_64,5
isole,2024,319,maschi,maggio,50_64,5
nord,2024,1135,maschi,maggio,50_64,5
sud,2024,698,maschi,maggio,50_64,5
centro,2015,1606,maschi,maggio,65_79,5
isole,2015,898,maschi,maggio,65_79,5
nord,2015,3514,maschi,maggio,65_79,5
sud,2015,1797,maschi,maggio,65_79,5
centro,2016,1614,maschi,maggio,65_79,5
isole,2016,890,maschi,maggio,65_79,5
nord,2016,3726,maschi,maggio,65_79,5
sud,2016,1764,maschi,maggio,65_79,5
centro,2017,1645,maschi,maggio,65_79,5
isole,2017,1012,maschi,maggio,65_79,5
nord,2017,4016,maschi,maggio,65_79,5
sud,2017,1932,maschi,maggio,65_79,5
centro,2018,1548,maschi,maggio,65_79,5
isole,2018,898,maschi,maggio,65_79,5
nord,2018,3714,maschi,maggio,65_79,5
sud,2018,1812,maschi,maggio,65_79,5
centro,2019,1491,maschi,maggio,65_79,5
isole,2019,895,maschi,maggio,65_79,5
nord,2019,3456,maschi,maggio,65_79,5
sud,2019,1791,maschi,maggio,65_79,5
centro,2020,1456,maschi,maggio,65_79,5
isole,2020,872,maschi,maggio,65_79,5
nord,2020,3698,maschi,maggio,65_79,5
sud,2020,1673,maschi,maggio,65_79,5
centro,2021,1707,maschi,maggio,65_79,5
isole,2021,999,maschi,maggio,65_79,5
nord,2021,3827,maschi,maggio,65_79,5
sud,2021,2134,maschi,maggio,65_79,5
centro,2022,1605,maschi,maggio,65_79,5
isole,2022,1009,maschi,maggio,65_79,5
nord,2022,3530,maschi,maggio,65_79,5
sud,2022,1900,maschi,maggio,65_79,5
centro,2023,1451,maschi,maggio,65_79,5
isole,2023,900,maschi,maggio,65_79,5
nord,2023,3315,maschi,maggio,65_79,5
sud,2023,1860,maschi,maggio,65_79,5
centro,2024,1427,maschi,maggio,65_79,5
isole,2024,953,maschi,maggio,65_79,5
nord,2024,3362,maschi,maggio,65_79,5
sud,2024,1786,maschi,maggio,65_79,5
centro,2015,2661,maschi,maggio,80_plus,5
isole,2015,1344,maschi,maggio,80_plus,5
nord,2015,5552,maschi,maggio,80_plus,5
sud,2015,2631,maschi,maggio,80_plus,5
centro,2016,2750,maschi,maggio,80_plus,5
isole,2016,1336,maschi,maggio,80_plus,5
nord,2016,6183,maschi,maggio,80_plus,5
sud,2016,2701,maschi,maggio,80_plus,5
centro,2017,2877,maschi,maggio,80_plus,5
isole,2017,1547,maschi,maggio,80_plus,5
nord,2017,6536,maschi,maggio,80_plus,5
sud,2017,2969,maschi,maggio,80_plus,5
centro,2018,2770,maschi,maggio,80_plus,5
isole,2018,1305,maschi,maggio,80_plus,5
nord,2018,6239,maschi,maggio,80_plus,5
sud,2018,2818,maschi,maggio,80_plus,5
centro,2019,2811,maschi,maggio,80_plus,5
isole,2019,1433,maschi,maggio,80_plus,5
nord,2019,6245,maschi,maggio,80_plus,5
sud,2019,2821,maschi,maggio,80_plus,5
centro,2020,2688,maschi,maggio,80_plus,5
isole,2020,1368,maschi,maggio,80_plus,5
nord,2020,6567,maschi,maggio,80_plus,5
sud,2020,2764,maschi,maggio,80_plus,5
centro,2021,2963,maschi,maggio,80_plus,5
isole,2021,1540,maschi,maggio,80_plus,5
nord,2021,6422,maschi,maggio,80_plus,5
sud,2021,2976,maschi,maggio,80_plus,5
centro,2022,3138,maschi,maggio,80_plus,5
isole,2022,1573,maschi,maggio,80_plus,5
nord,2022,6951,maschi,maggio,80_plus,5
sud,2022,3196,maschi,maggio,80_plus,5
centro,2023,2919,maschi,maggio,80_plus,5
isole,2023,1457,maschi,maggio,80_plus,5
nord,2023,6570,maschi,maggio,80_plus,5
sud,2023,2925,maschi,maggio,80_plus,5
centro,2024,2820,maschi,maggio,80_plus,5
isole,2024,1374,maschi,maggio,80_plus,5
nord,2024,6512,maschi,maggio,80_plus,5
sud,2024,2830,maschi,maggio,80_plus,5
centro,2015,108,femmine,maggio,0_49,5
isole,2015,69,femmine,maggio,0_49,5
nord,2015,272,femmine,maggio,0_49,5
sud,2015,156,femmine,maggio,0_49,5
centro,2016,120,femmine,maggio,0_49,5
isole,2016,68,femmine,maggio,0_49,5
nord,2016,287,femmine,maggio,0_49,5
sud,2016,164,femmine,maggio,0_49,5
centro,2017,122,femmine,maggio,0_49,5
isole,2017,73,femmine,maggio,0_49,5
nord,2017,232,femmine,maggio,0_49,5
sud,2017,170,femmine,maggio,0_49,5
centro,2018,114,femmine,maggio,0_49,5
isole,2018,82,femmine,maggio,0_49,5
nord,2018,279,femmine,maggio,0_49,5
sud,2018,148,femmine,maggio,0_49,5
centro,2019,120,femmine,maggio,0_49,5
isole,2019,60,femmine,maggio,0_49,5
nord,2019,227,femmine,maggio,0_49,5
sud,2019,130,femmine,maggio,0_49,5
centro,2020,104,femmine,maggio,0_49,5
isole,2020,66,femmine,maggio,0_49,5
nord,2020,223,femmine,maggio,0_49,5
sud,2020,117,femmine,maggio,0_49,5
centro,2021,92,femmine,maggio,0_49,5
isole,2021,62,femmine,maggio,0_49,5
nord,2021,216,femmine,maggio,0_49,5
sud,2021,135,femmine,maggio,0_49,5
centro,2022,92,femmine,maggio,0_49,5
isole,2022,66,femmine,maggio,0_49,5
nord,2022,216,femmine,maggio,0_49,5
sud,2022,150,femmine,maggio,0_49,5
centro,2023,90,femmine,maggio,0_49,5
isole,2023,59,femmine,maggio,0_49,5
nord,2023,204,femmine,maggio,0_49,5
sud,2023,139,femmine,maggio,0_49,5
centro,2024,80,femmine,maggio,0_49,5
isole,2024,57,femmine,maggio,0_49,5
nord,2024,190,femmine,maggio,0_49,5
sud,2024,104,femmine,maggio,0_49,5
centro,2015,292,femmine,maggio,50_64,5
isole,2015,174,femmine,maggio,50_64,5
nord,2015,652,femmine,maggio,50_64,5
sud,2015,396,femmine,maggio,50_64,5
centro,2016,304,femmine,maggio,50_64,5
isole,2016,173,femmine,maggio,50_64,5
nord,2016,643,femmine,maggio,50_64,5
sud,2016,396,femmine,maggio,50_64,5
centro,2017,338,femmine,maggio,50_64,5
isole,2017,183,femmine,maggio,50_64,5
nord,2017,716,femmine,maggio,50_64,5
sud,2017,421,femmine,maggio,50_64,5
centro,2018,298,femmine,maggio,50_64,5
isole,2018,205,femmine,maggio,50_64,5
nord,2018,721,femmine,maggio,50_64,5
sud,2018,421,femmine,maggio,50_64,5
centro,2019,311,femmine,maggio,50_64,5
isole,2019,177,femmine,maggio,50_64,5
nord,2019,701,femmine,maggio,50_64,5
sud,2019,382,femmine,maggio,50_64,5
centro,2020,303,femmine,maggio,50_64,5
isole,2020,194,femmine,maggio,50_64,5
nord,2020,686,femmine,maggio,50_64,5
sud,2020,419,femmine,maggio,50_64,5
centro,2021,345,femmine,maggio,50_64,5
isole,2021,216,femmine,maggio,50_64,5
nord,2021,714,femmine,maggio,50_64,5
sud,2021,443,femmine,maggio,50_64,5
centro,2022,323,femmine,maggio,50_64,5
isole,2022,204,femmine,maggio,50_64,5
nord,2022,706,femmine,maggio,50_64,5
sud,2022,425,femmine,maggio,50_64,5
centro,2023,337,femmine,maggio,50_64,5
isole,2023,194,femmine,maggio,50_64,5
nord,2023,633,femmine,maggio,50_64,5
sud,2023,434,femmine,maggio,50_64,5
centro,2024,300,femmine,maggio,50_64,5
isole,2024,182,femmine,maggio,50_64,5
nord,2024,668,femmine,maggio,50_64,5
sud,2024,385,femmine,maggio,50_64,5
centro,2015,1063,femmine,maggio,65_79,5
isole,2015,600,femmine,maggio,65_79,5
nord,2015,2362,femmine,maggio,65_79,5
sud,2015,1206,femmine,maggio,65_79,5
centro,2016,1119,femmine,maggio,65_79,5
isole,2016,609,femmine,maggio,65_79,5
nord,2016,2542,femmine,maggio,65_79,5
sud,2016,1208,femmine,maggio,65_79,5
centro,2017,1132,femmine,maggio,65_79,5
isole,2017,685,femmine,maggio,65_79,5
nord,2017,2654,femmine,maggio,65_79,5
sud,2017,1279,femmine,maggio,65_79,5
centro,2018,1076,femmine,maggio,65_79,5
isole,2018,613,femmine,maggio,65_79,5
nord,2018,2404,femmine,maggio,65_79,5
sud,2018,1191,femmine,maggio,65_79,5
centro,2019,1001,femmine,maggio,65_79,5
isole,2019,622,femmine,maggio,65_79,5
nord,2019,2368,femmine,maggio,65_79,5
sud,2019,1121,femmine,maggio,65_79,5
centro,2020,1018,femmine,maggio,65_79,5
isole,2020,592,femmine,maggio,65_79,5
nord,2020,2460,femmine,maggio,65_79,5
sud,2020,1146,femmine,maggio,65_79,5
centro,2021,1116,femmine,maggio,65_79,5
isole,2021,674,femmine,maggio,65_79,5
nord,2021,2512,femmine,maggio,65_79,5
sud,2021,1459,femmine,maggio,65_79,5
centro,2022,1049,femmine,maggio,65_79,5
isole,2022,666,femmine,maggio,65_79,5
nord,2022,2413,femmine,maggio,65_79,5
sud,2022,1295,femmine,maggio,65_79,5
centro,2023,1005,femmine,maggio,65_79,5
isole,2023,607,femmine,maggio,65_79,5
nord,2023,2233,femmine,maggio,65_79,5
sud,2023,1205,femmine,maggio,65_79,5
centro,2024,1034,femmine,maggio,65_79,5
isole,2024,649,femmine,maggio,65_79,5
nord,2024,2271,femmine,maggio,65_79,5
sud,2024,1102,femmine,maggio,65_79,5
centro,2015,3914,femmine,maggio,80_plus,5
isole,2015,1862,femmine,maggio,80_plus,5
nord,2015,8638,femmine,maggio,80_plus,5
sud,2015,3728,femmine,maggio,80_plus,5
centro,2016,4009,femmine,maggio,80_plus,5
isole,2016,1774,femmine,maggio,80_plus,5
nord,2016,9062,femmine,maggio,80_plus,5
sud,2016,3815,femmine,maggio,80_plus,5
centro,2017,4244,femmine,maggio,80_plus,5
isole,2017,2014,femmine,maggio,80_plus,5
nord,2017,9927,femmine,maggio,80_plus,5
sud,2017,4099,femmine,maggio,80_plus,5
centro,2018,3884,femmine,maggio,80_plus,5
isole,2018,1872,femmine,maggio,80_plus,5
nord,2018,9295,femmine,maggio,80_plus,5
sud,2018,3874,femmine,maggio,80_plus,5
centro,2019,3987,femmine,maggio,80_plus,5
isole,2019,1905,femmine,maggio,80_plus,5
nord,2019,9214,femmine,maggio,80_plus,5
sud,2019,3833,femmine,maggio,80_plus,5
centro,2020,3796,femmine,maggio,80_plus,5
isole,2020,1919,femmine,maggio,80_plus,5
nord,2020,10270,femmine,maggio,80_plus,5
sud,2020,3878,femmine,maggio,80_plus,5
centro,2021,4083,femmine,maggio,80_plus,5
isole,2021,1957,femmine,maggio,80_plus,5
nord,2021,9281,femmine,maggio,80_plus,5
sud,2021,4171,femmine,maggio,80_plus,5
centro,2022,4368,femmine,maggio,80_plus,5
isole,2022,2169,femmine,maggio,80_plus,5
nord,2022,10053,femmine,maggio,80_plus,5
sud,2022,4569,femmine,maggio,80_plus,5
centro,2023,4085,femmine,maggio,80_plus,5
isole,2023,1925,femmine,maggio,80_plus,5
nord,2023,9278,femmine,maggio,80_plus,5
sud,2023,4032,femmine,maggio,80_plus,5
centro,2024,3894,femmine,maggio,80_plus,5
isole,2024,1956,femmine,maggio,80_plus,5
nord,2024,9493,femmine,maggio,80_plus,5
sud,2024,3961,femmine,maggio,80_plus,5
centro,2015,224,maschi,giugno,0_49,6
isole,2015,134,maschi,giugno,0_49,6
nord,2015,475,maschi,giugno,0_49,6
sud,2015,283,maschi,giugno,0_49,6
centro,2016,193,maschi,giugno,0_49,6
isole,2016,136,maschi,giugno,0_49,6
nord,2016,472,maschi,giugno,0_49,6
sud,2016,264,maschi,giugno,0_49,6
centro,2017,193,maschi,giugno,0_49,6
isole,2017,129,maschi,giugno,0_49,6
nord,2017,459,maschi,giugno,0_49,6
sud,2017,235,maschi,giugno,0_49,6
centro,2018,161,maschi,giugno,0_49,6
isole,2018,122,maschi,giugno,0_49,6
nord,2018,414,maschi,giugno,0_49,6
sud,2018,278,maschi,giugno,0_49,6
centro,2019,178,maschi,giugno,0_49,6
isole,2019,129,maschi,giugno,0_49,6
nord,2019,463,maschi,giugno,0_49,6
sud,2019,263,maschi,giugno,0_49,6
centro,2020,175,maschi,giugno,0_49,6
isole,2020,106,maschi,giugno,0_49,6
nord,2020,358,maschi,giugno,0_49,6
sud,2020,219,maschi,giugno,0_49,6
centro,2021,175,maschi,giugno,0_49,6
isole,2021,122,maschi,giugno,0_49,6
nord,2021,390,maschi,giugno,0_49,6
sud,2021,252,maschi,giugno,0_49,6
centro,2022,134,maschi,giugno,0_49,6
isole,2022,102,maschi,giugno,0_49,6
nord,2022,397,maschi,giugno,0_49,6
sud,2022,247,maschi,giugno,0_49,6
centro,2023,143,maschi,giugno,0_49,6
isole,2023,116,maschi,giugno,0_49,6
nord,2023,391,maschi,giugno,0_49,6
sud,2023,238,maschi,giugno,0_49,6
centro,2024,172,maschi,giugno,0_49,6
isole,2024,119,maschi,giugno,0_49,6
nord,2024,364,maschi,giugno,0_49,6
sud,2024,237,maschi,giugno,0_49,6
centro,2015,489,maschi,giugno,50_64,6
isole,2015,311,maschi,giugno,50_64,6
nord,2015,1147,maschi,giugno,50_64,6
sud,2015,649,maschi,giugno,50_64,6
centro,2016,477,maschi,giugno,50_64,6
isole,2016,289,maschi,giugno,50_64,6
nord,2016,1062,maschi,giugno,50_64,6
sud,2016,610,maschi,giugno,50_64,6
centro,2017,478,maschi,giugno,50_64,6
isole,2017,285,maschi,giugno,50_64,6
nord,2017,1095,maschi,giugno,50_64,6
sud,2017,603,maschi,giugno,50_64,6
centro,2018,471,maschi,giugno,50_64,6
isole,2018,282,maschi,giugno,50_64,6
nord,2018,1135,maschi,giugno,50_64,6
sud,2018,550,maschi,giugno,50_64,6
centro,2019,485,maschi,giugno,50_64,6
isole,2019,313,maschi,giugno,50_64,6
nord,2019,1150,maschi,giugno,50_64,6
sud,2019,636,maschi,giugno,50_64,6
centro,2020,490,maschi,giugno,50_64,6
isole,2020,295,maschi,giugno,50_64,6
nord,2020,1112,maschi,giugno,50_64,6
sud,2020,650,maschi,giugno,50_64,6
centro,2021,549,maschi,giugno,50_64,6
isole,2021,335,maschi,giugno,50_64,6
nord,2021,1114,maschi,giugno,50_64,6
sud,2021,673,maschi,giugno,50_64,6
centro,2022,510,maschi,giugno,50_64,6
isole,2022,384,maschi,giugno,50_64,6
nord,2022,1197,maschi,giugno,50_64,6
sud,2022,655,maschi,giugno,50_64,6
centro,2023,482,maschi,giugno,50_64,6
isole,2023,295,maschi,giugno,50_64,6
nord,2023,1057,maschi,giugno,50_64,6
sud,2023,630,maschi,giugno,50_64,6
centro,2024,493,maschi,giugno,50_64,6
isole,2024,305,maschi,giugno,50_64,6
nord,2024,1060,maschi,giugno,50_64,6
sud,2024,658,maschi,giugno,50_64,6
centro,2015,1569,maschi,giugno,65_79,6
